id_student,code_module,code_presentation,total_clicks,active_days,num_unique_sites
597114,GGG,2013J,1707,139,41
597142,BBB,2013J,31,2,10
597152,GGG,2013J,184,11,19
597166,CCC,2014J,181,13,24
597166,EEE,2014J,318,10,16
597178,DDD,2013J,170,13,32
597181,EEE,2013J,1,1,1
597199,FFF,2013J,4897,161,247
597204,FFF,2013J,3765,133,304
597206,EEE,2013J,1355,69,37
597212,GGG,2013J,129,20,19
597234,FFF,2014B,4743,143,143
597235,DDD,2013J,755,47,98
597238,FFF,2013J,5065,117,156
597241,FFF,2013J,2683,97,143
597242,DDD,2014B,683,20,77
597243,DDD,2013J,428,50,51
597252,EEE,2014J,650,32,31
597253,GGG,2013J,801,66,38
597255,BBB,2013J,436,21,32
597286,BBB,2013J,370,30,29
597293,FFF,2013J,3360,166,143
597299,GGG,2013J,781,49,47
597301,BBB,2013J,651,89,46
597316,BBB,2014B,1548,86,32
597319,CCC,2014J,184,20,17
597319,EEE,2013J,742,48,38
597321,BBB,2013J,62,6,16
597321,BBB,2014B,6,1,2
597333,GGG,2013J,864,64,47
597335,EEE,2013J,788,39,36
597356,DDD,2014B,819,41,73
597359,FFF,2014B,1847,103,87
597360,GGG,2013J,602,31,26
597363,CCC,2014B,108,14,20
597363,EEE,2013J,1378,93,46
597365,CCC,2014J,9495,267,169
597365,DDD,2013J,6884,193,201
597376,EEE,2013J,823,72,45
597378,FFF,2014B,1011,46,70
597386,FFF,2014B,352,26,39
597391,FFF,2014J,1,1,1
597402,FFF,2013J,9,2,5
597403,CCC,2014B,718,48,35
597403,DDD,2013J,749,106,65
597415,FFF,2013J,228,13,19
597426,FFF,2014B,501,23,57
597428,DDD,2013J,2115,90,149
597433,CCC,2014J,688,67,38
597433,DDD,2013J,1024,85,115
597436,CCC,2014J,2740,107,94
597443,DDD,2013J,106,9,21
597451,BBB,2013J,49,5,16
597459,EEE,2013J,833,49,52
597485,FFF,2013J,4738,137,150
597495,FFF,2014B,908,31,73
597515,GGG,2013J,374,29,26
597529,DDD,2014J,1180,169,111
597532,BBB,2013J,401,36,40
597539,BBB,2014J,96,8,23
597557,FFF,2013J,1,1,1
597560,CCC,2014J,2,2,1
597560,DDD,2013J,892,65,89
597571,DDD,2013J,1848,154,184
597573,EEE,2013J,1025,60,53
597582,BBB,2013J,102,10,16
597597,GGG,2013J,879,47,47
597602,DDD,2013J,1518,93,112
597608,DDD,2014J,1434,137,120
597610,BBB,2014B,53,4,11
597617,GGG,2013J,265,20,22
597627,FFF,2013J,3600,130,120
597662,FFF,2014B,8256,185,177
597669,GGG,2013J,1777,129,54
597689,BBB,2013J,305,50,29
597715,FFF,2013J,6181,173,156
597726,DDD,2013J,209,12,46
597730,BBB,2014B,460,38,31
597732,EEE,2014J,1756,111,65
597737,FFF,2013J,1494,65,92
597740,FFF,2014J,2543,100,121
597742,BBB,2013J,578,29,60
597744,BBB,2014J,175,5,31
597747,FFF,2013J,3063,104,116
597754,DDD,2013J,43,1,10
597755,CCC,2014J,508,33,64
597755,DDD,2013J,1135,102,151
597761,FFF,2014B,842,37,55
597770,DDD,2013J,1219,86,178
597779,DDD,2014J,82,16,24
597786,DDD,2014J,1843,116,105
597787,FFF,2013J,15559,247,266
597790,BBB,2013J,1709,80,51
597791,FFF,2013J,1989,85,64
597797,FFF,2013J,2549,86,106
597814,DDD,2014J,122,10,20
597817,CCC,2014B,95,1,5
597817,FFF,2013J,221,12,27
597819,FFF,2013J,2842,137,162
597839,DDD,2014B,553,69,78
597853,BBB,2014J,185,14,29
597866,BBB,2013J,338,29,25
597871,DDD,2013J,837,83,134
597878,BBB,2013J,962,81,46
597880,FFF,2013J,27,2,9
597882,BBB,2014B,2042,60,50
597886,BBB,2013J,1964,169,39
597894,BBB,2013J,2851,134,47
597906,FFF,2013J,2815,93,121
597909,EEE,2014B,1357,68,55
597912,FFF,2013J,2788,79,115
597924,DDD,2013J,81,12,18
597926,CCC,2014B,692,53,67
597931,FFF,2013J,339,7,37
597936,GGG,2013J,473,18,31
597937,FFF,2014J,4625,208,179
597938,DDD,2013J,2655,153,161
597941,GGG,2013J,432,33,37
597948,CCC,2014J,518,16,14
597948,EEE,2013J,2387,111,55
597968,DDD,2013J,723,73,59
597971,GGG,2013J,228,26,30
598000,BBB,2013J,612,61,37
598001,FFF,2013J,842,30,83
598017,GGG,2014B,481,62,30
598028,CCC,2014J,531,28,31
598028,EEE,2013J,1745,85,53
598032,FFF,2013J,562,35,55
598035,BBB,2014J,116,15,19
598052,DDD,2013J,1419,118,107
598064,DDD,2013J,3032,166,198
598070,AAA,2014J,3,1,1
598074,CCC,2014B,246,20,30
598074,EEE,2013J,2227,106,55
598077,FFF,2013J,1601,37,94
598089,DDD,2013J,315,15,41
598102,CCC,2014J,5773,146,121
598102,DDD,2014B,3842,164,205
598103,DDD,2014J,760,136,104
598107,GGG,2013J,1108,59,52
598113,CCC,2014B,2462,49,77
598113,FFF,2014B,1392,48,83
598123,DDD,2013J,137,16,27
598123,DDD,2014J,23,2,10
598127,GGG,2014B,374,26,26
598139,GGG,2013J,803,61,53
598141,DDD,2014J,2296,169,148
598176,GGG,2013J,246,11,25
598178,GGG,2013J,789,38,44
598179,DDD,2014B,945,51,93
598201,BBB,2014J,414,38,51
598202,BBB,2013J,116,7,24
598213,FFF,2013J,7977,182,228
598215,FFF,2013J,3765,127,135
598226,GGG,2013J,70,9,12
598230,BBB,2013J,1400,82,44
598235,FFF,2013J,343,22,36
598243,BBB,2013J,1397,57,31
598246,DDD,2013J,2739,171,141
598250,BBB,2014B,152,19,10
598252,BBB,2013J,207,15,25
598253,BBB,2013J,92,9,16
598260,BBB,2013J,233,27,25
598279,FFF,2013J,4679,87,216
598282,BBB,2014J,1661,91,104
598283,DDD,2014J,169,22,26
598285,FFF,2013J,2694,94,124
598294,FFF,2013J,2691,69,113
598299,CCC,2014J,2934,153,94
598299,FFF,2013J,4110,165,114
598300,FFF,2014B,538,26,39
598303,DDD,2014J,289,37,30
598306,FFF,2013J,921,20,64
598308,FFF,2013J,508,28,50
598308,FFF,2014J,3501,108,134
598313,BBB,2014B,16,4,8
598313,BBB,2014J,699,26,43
598321,CCC,2014B,834,75,93
598321,EEE,2013J,2697,137,79
598323,DDD,2013J,194,20,23
598327,GGG,2013J,497,34,30
598351,BBB,2013J,389,36,40
598353,FFF,2013J,86,9,21
598353,FFF,2014B,498,15,56
598362,FFF,2014B,767,15,54
598376,FFF,2013J,5384,153,260
598385,FFF,2013J,1884,76,77
598395,BBB,2014J,6,2,3
598406,GGG,2013J,8,1,4
598415,BBB,2014B,273,28,45
598420,GGG,2013J,360,43,34
598421,GGG,2013J,891,63,40
598430,DDD,2013J,59,6,14
598442,FFF,2014J,211,5,28
598451,BBB,2014B,97,8,16
598462,BBB,2013J,764,54,50
598478,CCC,2014J,733,23,22
598478,FFF,2013J,1357,53,58
598480,FFF,2013J,363,18,30
598493,DDD,2014J,161,13,23
598495,BBB,2014B,780,21,34
598496,GGG,2014B,75,7,16
598498,FFF,2013J,1324,27,59
598501,CCC,2014J,747,43,42
598501,DDD,2013J,654,56,116
598503,BBB,2013J,896,30,28
598516,DDD,2013J,3373,201,153
598536,DDD,2013J,792,85,70
598536,DDD,2014J,350,40,43
598538,BBB,2013J,68,6,15
598540,FFF,2014J,6030,168,175
598543,FFF,2013J,2540,85,175
598546,GGG,2013J,5,1,2
598547,EEE,2013J,13,2,7
598555,FFF,2013J,2487,106,120
598559,FFF,2014J,4509,141,149
598562,BBB,2013J,9,1,4
598564,GGG,2014B,71,5,12
598571,FFF,2014B,4539,119,262
598573,EEE,2014J,761,23,21
598581,BBB,2014J,714,26,59
598614,BBB,2014B,101,10,15
598623,BBB,2013J,1501,79,83
598624,BBB,2014B,188,17,26
598629,FFF,2013J,4,1,2
598637,DDD,2013J,1084,77,187
598642,FFF,2014B,1711,49,78
598649,FFF,2013J,2490,95,128
598662,CCC,2014B,685,37,47
598662,EEE,2013J,1434,65,53
598664,DDD,2013J,2275,193,193
598665,CCC,2014J,1436,52,54
598665,DDD,2013J,2320,88,182
598666,FFF,2013J,485,27,47
598667,GGG,2013J,789,31,43
598694,BBB,2014B,586,68,53
598701,DDD,2013J,270,11,40
598706,FFF,2013J,13746,256,174
598709,BBB,2013J,1213,90,43
598713,CCC,2014J,768,68,67
598713,FFF,2014B,3578,141,154
598717,GGG,2013J,170,6,18
598731,GGG,2013J,92,6,14
598750,DDD,2014B,1267,115,191
598751,CCC,2014J,600,46,35
598752,FFF,2013J,910,33,87
598757,FFF,2013J,254,5,29
598757,FFF,2014J,368,7,41
598760,BBB,2013J,371,31,37
598761,FFF,2013J,6922,183,276
598762,GGG,2013J,220,39,25
598769,BBB,2014J,296,20,36
598788,GGG,2013J,395,21,36
598809,EEE,2013J,689,24,22
598819,EEE,2013J,543,13,22
598821,EEE,2013J,58,12,12
598824,GGG,2013J,98,9,13
598835,FFF,2013J,5488,206,258
598836,BBB,2014B,3,1,3
598837,BBB,2014J,766,33,64
598840,GGG,2013J,1731,55,59
598842,DDD,2013J,707,65,110
598860,CCC,2014B,4910,190,101
598860,DDD,2013J,4482,256,220
598865,BBB,2013J,332,29,21
598883,BBB,2013J,561,79,43
598887,CCC,2014J,29,2,12
598887,FFF,2013J,1220,48,83
598907,BBB,2013J,1740,172,37
598914,BBB,2013J,300,32,49
598918,BBB,2014B,1004,84,35
598921,GGG,2013J,685,30,33
598923,GGG,2013J,9,3,2
598924,EEE,2013J,223,5,14
598939,FFF,2014J,1633,28,83
598949,DDD,2013J,23,3,5
598962,FFF,2013J,744,46,65
598963,CCC,2014J,2062,104,79
598963,EEE,2013J,2346,103,69
598966,FFF,2013J,3887,184,114
598969,BBB,2013J,1441,155,53
598973,EEE,2013J,2307,96,57
598983,CCC,2014J,670,83,41
598983,FFF,2013J,3142,100,117
598986,BBB,2013J,305,52,23
598989,DDD,2013J,2460,137,207
599000,GGG,2013J,16,3,5
599007,FFF,2014J,68,1,9
599009,GGG,2013J,1194,66,56
599016,BBB,2013J,106,11,11
599037,BBB,2013J,2222,84,103
599048,FFF,2014B,1405,50,86
599049,DDD,2013J,2656,143,166
599056,EEE,2014B,545,22,42
599059,EEE,2014J,26,6,11
599068,DDD,2013J,1281,132,161
599080,GGG,2013J,394,51,39
599083,DDD,2014J,2735,160,159
599084,CCC,2014J,654,22,26
599094,FFF,2013J,1189,37,76
599101,DDD,2013J,23,3,8
599104,FFF,2013J,4961,207,241
599108,BBB,2014J,291,19,28
599109,CCC,2014J,1777,192,97
599109,DDD,2013J,3088,213,170
599114,FFF,2013J,66,2,24
599117,FFF,2014B,126,6,20
599132,BBB,2014B,312,27,26
599134,DDD,2014B,1505,94,102
599144,GGG,2014B,272,17,20
599146,DDD,2013J,2309,173,192
599161,BBB,2014B,2091,112,49
599168,FFF,2013J,393,24,41
599169,CCC,2014J,953,112,59
599169,DDD,2013J,1540,127,180
599176,CCC,2014J,1814,89,75
599176,EEE,2013J,2060,100,64
599177,DDD,2013J,529,88,95
599199,FFF,2013J,9101,204,211
599202,BBB,2014B,2277,132,46
599206,DDD,2013J,180,9,26
599207,BBB,2014B,2447,100,57
599215,EEE,2014J,2370,87,58
599230,BBB,2013J,3015,191,59
599245,FFF,2013J,2717,121,139
599262,DDD,2013J,30,2,13
599263,CCC,2014B,391,24,56
599263,EEE,2014B,262,23,41
599267,GGG,2013J,197,16,22
599270,DDD,2014J,73,7,12
599275,CCC,2014B,854,40,52
599276,GGG,2014B,1919,126,40
599278,GGG,2013J,481,70,32
599282,GGG,2014J,1315,42,23
599284,EEE,2013J,918,47,36
599289,FFF,2013J,9034,186,211
599292,BBB,2013J,1372,153,28
599297,CCC,2014J,144,13,39
599297,FFF,2013J,128,14,22
599297,FFF,2014J,207,16,35
599306,GGG,2013J,1163,58,38
599314,DDD,2013J,690,61,74
599315,FFF,2013J,5398,164,218
599323,BBB,2014J,407,17,25
599341,CCC,2014J,792,24,37
599341,EEE,2014B,3054,111,53
599355,BBB,2014J,966,51,75
599370,FFF,2013J,3679,168,175
599385,GGG,2013J,559,46,38
599398,CCC,2014J,1462,63,76
599398,FFF,2014B,3108,114,134
599402,BBB,2013J,277,22,40
599406,DDD,2013J,38,3,7
599410,GGG,2013J,696,39,44
599423,BBB,2013J,42,7,16
599425,DDD,2013J,2007,97,139
599427,BBB,2013J,6,1,4
599429,CCC,2014J,105,5,14
599429,EEE,2014J,479,31,22
599432,BBB,2013J,64,7,14
599434,BBB,2013J,245,39,21
599445,FFF,2013J,2993,121,152
599448,GGG,2013J,45,5,12
599452,CCC,2014J,479,36,38
599452,EEE,2013J,819,47,45
599461,CCC,2014J,50,4,15
599467,GGG,2014B,479,45,43
599468,FFF,2013J,6081,163,168
599478,EEE,2013J,2221,77,52
599479,EEE,2013J,551,29,26
599491,CCC,2014J,2996,170,111
599495,BBB,2014B,1607,95,73
599503,GGG,2013J,36,8,12
599529,GGG,2013J,178,6,15
599542,CCC,2014B,334,15,29
599542,EEE,2013J,1018,52,41
599547,EEE,2013J,132,10,14
599554,EEE,2014B,2152,110,52
599559,FFF,2013J,3668,114,210
599568,FFF,2013J,322,15,35
599570,FFF,2013J,235,27,48
599577,DDD,2013J,15931,267,227
599585,DDD,2013J,978,92,159
599587,FFF,2013J,2263,90,132
599588,EEE,2013J,639,19,27
599595,FFF,2013J,965,32,63
599615,CCC,2014B,35,3,13
599615,DDD,2013J,100,11,25
599620,GGG,2014B,2476,157,41
599639,BBB,2013J,806,60,31
599640,BBB,2013J,198,10,25
599644,BBB,2013J,400,27,39
599644,BBB,2014J,21,1,4
599649,DDD,2013J,12,1,7
599649,DDD,2014B,244,14,45
599651,DDD,2014J,165,13,18
599655,DDD,2013J,43,6,12
599658,DDD,2013J,83,12,26
599663,CCC,2014J,479,41,34
599663,FFF,2013J,2904,101,148
599683,FFF,2013J,4423,157,224
599709,BBB,2013J,679,42,32
599711,DDD,2013J,730,64,74
599718,FFF,2013J,2054,86,121
599725,DDD,2013J,2810,209,153
599737,DDD,2013J,1689,129,193
599739,BBB,2013J,376,32,68
599740,CCC,2014J,853,75,59
599740,FFF,2014B,3805,163,206
599741,DDD,2013J,164,12,21
599742,DDD,2013J,123,6,35
599748,BBB,2013J,416,24,62
599768,EEE,2013J,2470,97,60
599769,BBB,2014B,401,39,35
599783,FFF,2013J,2384,80,153
599785,BBB,2013J,503,27,31
599787,BBB,2013J,1211,98,104
599789,DDD,2014B,847,55,101
599794,BBB,2013J,4851,182,112
599795,FFF,2013J,303,23,42
599802,BBB,2013J,756,22,39
599804,GGG,2013J,43,4,5
599805,FFF,2013J,2253,46,69
599812,FFF,2014B,560,18,79
599815,GGG,2013J,673,57,44
599816,FFF,2013J,3338,106,161
599836,BBB,2013J,826,76,58
599837,DDD,2013J,687,39,94
599837,DDD,2014J,86,9,16
599840,BBB,2013J,356,25,44
599853,GGG,2013J,831,82,37
599854,DDD,2013J,1137,103,75
599857,CCC,2014B,1538,131,78
599857,FFF,2013J,3124,161,127
599865,FFF,2014J,409,27,52
599893,CCC,2014B,135,5,6
599893,EEE,2013J,740,41,43
599895,BBB,2013J,1148,127,26
599902,CCC,2014B,52,6,8
599902,EEE,2013J,806,60,42
599907,FFF,2013J,855,46,75
599908,BBB,2013J,1103,96,89
599937,CCC,2014B,127,12,13
599937,EEE,2014B,1060,53,52
599942,CCC,2014B,117,10,15
599942,EEE,2013J,888,47,33
599947,DDD,2013J,466,65,69
599957,FFF,2013J,596,22,41
599958,CCC,2014B,6698,154,131
599958,EEE,2013J,4096,166,81
599960,BBB,2013J,56,5,8
599963,GGG,2013J,884,46,50
599976,CCC,2014J,84,10,17
599982,EEE,2013J,158,7,8
599990,BBB,2014B,395,46,41
599994,FFF,2013J,147,3,21
600032,GGG,2013J,130,7,16
600033,DDD,2014J,4012,194,167
600035,GGG,2014B,614,37,35
600042,CCC,2014J,11,2,2
600067,CCC,2014J,1708,115,115
600067,DDD,2013J,2347,221,146
600071,EEE,2013J,1131,90,64
600071,FFF,2014J,3325,111,159
600073,CCC,2014B,2060,162,100
600081,GGG,2013J,607,61,38
600094,CCC,2014B,118,13,15
600094,DDD,2013J,451,32,64
600097,GGG,2013J,529,32,44
600121,BBB,2013J,2579,225,55
600127,EEE,2013J,191,13,16
600130,DDD,2014B,131,15,30
600142,CCC,2014B,425,22,36
600142,EEE,2013J,486,36,48
600175,CCC,2014J,1185,37,38
600175,FFF,2013J,4701,140,196
600181,CCC,2014B,244,6,14
600181,EEE,2014B,359,11,22
600187,EEE,2013J,2591,92,56
600198,EEE,2013J,1006,61,41
600202,GGG,2013J,661,33,29
600211,BBB,2013J,1,1,1
600218,BBB,2013J,11,2,5
600224,FFF,2013J,3517,98,170
600242,DDD,2013J,2288,152,116
600243,FFF,2013J,1972,51,122
600254,BBB,2013J,36,2,11
600263,BBB,2013J,81,5,9
600266,GGG,2013J,609,38,29
600267,EEE,2014J,306,28,26
600273,GGG,2013J,169,12,14
600277,GGG,2013J,315,26,26
600279,BBB,2013J,2025,138,47
600292,FFF,2014B,2621,101,128
600305,GGG,2013J,627,66,61
600315,GGG,2013J,174,11,24
600320,GGG,2013J,20,2,3
600320,GGG,2014J,695,49,41
600325,GGG,2013J,13,1,6
600335,CCC,2014B,1987,95,68
600335,EEE,2013J,1307,95,51
600350,CCC,2014J,176,13,11
600350,EEE,2013J,2248,106,49
600365,DDD,2013J,414,37,57
600367,FFF,2013J,666,34,52
600370,BBB,2013J,608,56,39
600387,BBB,2014J,1197,65,80
600388,FFF,2014B,7943,172,200
600390,GGG,2014B,9,1,5
600398,BBB,2014J,443,39,52
600404,BBB,2014J,134,7,28
600405,FFF,2014J,1088,81,88
600407,BBB,2014B,397,20,19
600415,BBB,2014J,1541,72,96
600428,BBB,2013J,3,1,1
600428,BBB,2014J,847,70,59
600436,CCC,2014B,116,13,12
600436,FFF,2013J,2600,126,119
600449,BBB,2013J,97,9,6
600461,GGG,2013J,445,39,26
600463,BBB,2014J,147,17,26
600470,BBB,2013J,268,35,37
600471,GGG,2013J,470,32,32
600476,BBB,2013J,90,4,15
600478,DDD,2013J,1448,135,111
600490,BBB,2013J,493,26,35
600502,DDD,2014J,1198,70,97
600509,CCC,2014B,84,14,17
600509,CCC,2014J,73,6,8
600509,EEE,2013J,766,49,50
600514,GGG,2013J,576,33,46
600515,FFF,2013J,681,26,72
600535,CCC,2014J,2582,141,92
600541,BBB,2013J,49,2,9
600542,FFF,2013J,2347,96,152
600547,CCC,2014B,1509,67,58
600547,CCC,2014J,28,5,9
600547,EEE,2013J,3545,128,59
600554,DDD,2014J,186,21,11
600558,FFF,2013J,3230,93,133
600564,FFF,2013J,23,2,8
600566,GGG,2013J,404,20,28
600579,BBB,2013J,43,5,11
600606,BBB,2014J,661,42,62
600606,GGG,2013J,497,37,37
600615,FFF,2013J,648,32,46
600615,FFF,2014J,86,5,9
600616,DDD,2014J,188,11,21
600623,EEE,2014B,1447,68,59
600632,CCC,2014B,4052,160,124
600635,DDD,2013J,2083,120,158
600645,GGG,2013J,941,77,43
600648,DDD,2013J,661,61,43
600658,BBB,2014J,89,15,13
600664,BBB,2014J,967,63,51
600667,FFF,2013J,35,2,9
600670,DDD,2014B,1509,77,159
600671,DDD,2013J,1794,149,138
600676,FFF,2013J,5881,162,244
600680,DDD,2014J,737,60,117
600682,FFF,2013J,3123,95,154
600684,BBB,2013J,3803,228,96
600686,DDD,2013J,1486,82,124
600702,FFF,2014B,5204,151,251
600714,GGG,2014B,285,21,21
600733,GGG,2013J,882,35,47
600740,BBB,2013J,535,51,70
600746,FFF,2013J,1213,37,81
600748,FFF,2013J,217,6,35
600749,BBB,2013J,29,5,10
600766,EEE,2014J,7815,226,77
600767,DDD,2014B,1361,100,172
600770,BBB,2013J,92,6,12
600771,BBB,2013J,543,40,36
600773,FFF,2014J,2486,68,89
600796,CCC,2014J,5205,166,109
600796,DDD,2013J,3330,214,149
600801,EEE,2014B,1103,118,41
600808,FFF,2013J,172,7,26
600814,CCC,2014B,217,13,32
600814,CCC,2014J,1190,64,80
600814,EEE,2014B,3119,94,62
600816,EEE,2013J,387,8,25
600817,DDD,2013J,3038,160,252
600842,DDD,2013J,83,6,24
600845,BBB,2013J,6,2,3
600856,BBB,2013J,1441,89,58
600859,DDD,2013J,68,10,23
600860,FFF,2013J,7369,196,223
600869,CCC,2014J,154,6,16
600869,EEE,2013J,530,26,35
600891,DDD,2014B,1916,120,184
600893,FFF,2014B,1957,87,145
600893,FFF,2014J,757,22,42
600895,GGG,2013J,894,62,59
600898,CCC,2014J,3,1,2
600898,EEE,2014J,502,30,44
600906,GGG,2013J,448,41,27
600908,GGG,2013J,676,31,36
600916,EEE,2013J,1445,61,36
600938,CCC,2014B,328,24,25
600938,EEE,2013J,2430,137,51
600944,FFF,2013J,900,13,55
600945,CCC,2014B,1671,91,68
600945,EEE,2013J,2856,119,52
600947,FFF,2013J,155,9,20
600963,DDD,2013J,1048,65,78
600966,BBB,2013J,437,57,34
600967,BBB,2013J,25,5,8
600975,CCC,2014B,144,17,23
600978,EEE,2013J,5,1,3
600987,CCC,2014B,580,64,40
600987,EEE,2014B,940,84,46
600991,FFF,2013J,2067,90,102
600999,BBB,2013J,197,13,21
601008,FFF,2014J,2138,44,94
601010,BBB,2014B,631,62,39
601021,CCC,2014B,178,15,26
601021,FFF,2013J,3119,90,120
601040,FFF,2013J,2882,104,116
601042,FFF,2013J,1976,55,117
601043,CCC,2014J,466,36,34
601043,EEE,2014B,2332,129,56
601048,DDD,2013J,559,71,50
601054,CCC,2014J,7,4,4
601054,EEE,2013J,153,6,19
601054,EEE,2014B,1351,87,69
601064,GGG,2014B,563,48,45
601074,FFF,2013J,533,26,55
601080,FFF,2013J,88,4,23
601082,CCC,2014J,1074,70,60
601082,DDD,2014B,1166,94,123
601088,DDD,2013J,335,36,63
601092,DDD,2013J,1399,92,118
601093,DDD,2014B,774,84,82
601099,FFF,2013J,4808,164,260
601104,FFF,2013J,2314,89,104
601105,FFF,2013J,5430,186,158
601122,GGG,2013J,29,3,5
601123,GGG,2013J,1315,60,61
601125,GGG,2013J,307,22,30
601126,GGG,2013J,380,40,34
601132,GGG,2013J,882,43,47
601133,DDD,2013J,178,22,28
601155,FFF,2014B,403,23,43
601157,EEE,2013J,657,18,23
601175,CCC,2014B,204,12,22
601175,EEE,2013J,1544,95,55
601180,FFF,2013J,2877,110,187
601180,FFF,2014J,29,5,8
601182,EEE,2013J,2210,145,60
601184,FFF,2013J,529,27,44
601199,GGG,2013J,1036,67,35
601204,DDD,2013J,447,51,31
601211,EEE,2014B,2696,66,60
601213,FFF,2013J,2955,155,139
601217,FFF,2013J,1,1,1
601223,EEE,2013J,108,3,7
601224,CCC,2014B,1733,67,89
601224,EEE,2013J,7344,97,61
601230,DDD,2013J,729,96,92
601234,CCC,2014J,1687,111,101
601234,DDD,2013J,1583,138,151
601235,FFF,2014J,3703,130,185
601238,BBB,2014B,414,36,41
601239,GGG,2013J,104,9,10
601243,BBB,2013J,1139,136,57
601247,BBB,2014J,1177,37,103
601248,EEE,2013J,382,16,16
601251,BBB,2013J,1092,56,48
601263,DDD,2013J,1476,122,119
601266,FFF,2014B,210,14,35
601269,BBB,2013J,739,44,67
601270,DDD,2013J,50,1,20
601270,DDD,2014B,103,4,27
601271,FFF,2013J,790,56,88
601271,FFF,2014J,2044,123,125
601275,GGG,2013J,376,22,42
601276,GGG,2013J,41,3,5
601286,DDD,2013J,1410,61,120
601289,DDD,2013J,951,74,173
601293,DDD,2013J,3290,195,165
601310,DDD,2013J,85,8,20
601316,BBB,2014J,142,9,31
601319,GGG,2013J,233,19,28
601329,DDD,2014B,321,23,66
601345,FFF,2014B,980,13,48
601346,BBB,2013J,342,25,40
601356,BBB,2014B,1337,118,42
601360,GGG,2013J,791,63,47
601370,EEE,2013J,214,7,20
601375,FFF,2014B,3512,144,131
601380,DDD,2013J,650,66,79
601386,EEE,2014B,1802,83,41
601388,CCC,2014J,575,43,24
601388,FFF,2013J,1197,33,73
601389,FFF,2013J,4473,131,175
601390,FFF,2013J,2654,115,124
601392,DDD,2013J,56,4,14
601399,FFF,2013J,3127,107,104
601407,EEE,2013J,167,10,23
601414,GGG,2013J,30,5,9
601418,DDD,2014J,387,58,59
601430,FFF,2013J,3218,92,202
601431,CCC,2014J,588,26,56
601433,EEE,2013J,405,24,27
601435,FFF,2014B,60,3,10
601439,FFF,2013J,1532,96,98
601455,BBB,2013J,334,38,41
601464,GGG,2013J,2228,122,68
601465,GGG,2013J,704,32,36
601467,DDD,2013J,969,41,152
601472,BBB,2013J,355,31,40
601488,DDD,2013J,84,5,22
601488,DDD,2014J,687,70,71
601497,BBB,2013J,1364,106,61
601499,BBB,2013J,1578,77,58
601504,BBB,2013J,4612,171,82
601505,BBB,2013J,468,30,39
601511,GGG,2013J,123,11,18
601517,CCC,2014J,880,57,49
601529,GGG,2013J,45,2,6
601534,GGG,2013J,202,12,20
601546,GGG,2013J,601,31,33
601550,CCC,2014B,1931,66,85
601551,BBB,2013J,280,31,34
601558,BBB,2013J,119,11,23
601560,FFF,2014B,2312,55,80
601566,CCC,2014J,323,33,19
601566,DDD,2013J,863,106,45
601567,CCC,2014J,326,23,29
601567,EEE,2014J,640,39,38
601576,GGG,2013J,224,25,21
601579,DDD,2013J,1256,133,108
601583,FFF,2013J,3528,86,205
601599,EEE,2014J,14,2,6
601605,GGG,2013J,745,41,44
601616,BBB,2014B,196,25,36
601635,BBB,2013J,756,47,37
601640,FFF,2013J,122,12,24
601645,GGG,2013J,935,49,41
601652,DDD,2014B,502,37,67
601653,CCC,2014J,156,5,25
601653,EEE,2013J,1047,50,57
601655,BBB,2013J,1305,79,28
601680,FFF,2014J,779,35,61
601681,FFF,2013J,3637,143,206
601706,BBB,2013J,839,59,22
601706,BBB,2014J,421,37,26
601731,CCC,2014B,1,1,1
601731,DDD,2013J,44,8,7
601735,CCC,2014J,1625,86,120
601735,FFF,2014B,5157,199,248
601745,FFF,2013J,2967,103,122
601753,CCC,2014J,748,22,33
601757,CCC,2014B,221,20,17
601757,EEE,2013J,5170,180,62
601761,FFF,2013J,1391,47,82
601788,FFF,2013J,2651,88,122
601803,BBB,2014J,316,20,46
601808,FFF,2013J,2439,68,109
601820,FFF,2014J,1364,37,96
601827,EEE,2013J,1155,62,40
601854,GGG,2013J,252,16,26
601857,CCC,2014J,932,23,40
601857,DDD,2013J,4196,231,269
601862,BBB,2014B,252,27,31
601872,CCC,2014B,2005,88,73
601873,EEE,2013J,701,49,42
601874,BBB,2014J,849,38,63
601885,BBB,2013J,347,23,26
601887,BBB,2013J,321,18,23
601896,BBB,2013J,353,30,35
601914,GGG,2013J,9,1,2
601930,BBB,2014J,53,12,11
601934,BBB,2013J,824,73,51
601939,GGG,2013J,1392,63,51
601949,CCC,2014B,1403,55,87
601951,BBB,2013J,974,61,25
601952,FFF,2013J,1789,41,84
601956,CCC,2014J,685,56,34
601956,DDD,2014B,1200,102,86
601963,GGG,2013J,716,52,56
601983,BBB,2014J,1601,158,73
601983,GGG,2013J,1128,105,59
601997,GGG,2013J,83,10,16
602007,EEE,2013J,2904,118,62
602009,BBB,2013J,295,30,30
602011,BBB,2014B,278,53,24
602014,BBB,2013J,1255,50,42
602023,GGG,2013J,144,7,16
602026,GGG,2013J,210,14,14
602029,DDD,2014J,4109,119,114
602030,CCC,2014B,930,47,54
602030,CCC,2014J,234,22,20
602032,BBB,2013J,62,9,13
602037,EEE,2013J,377,10,19
602042,CCC,2014B,1236,71,67
602045,GGG,2014B,489,24,48
602053,FFF,2013J,1125,52,84
602061,GGG,2014B,354,32,29
602066,BBB,2013J,425,66,41
602072,GGG,2013J,337,21,31
